,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
223,"(0.5695263743400574, 0.4335772693157196, -0.20216858386993408, 0.999484658241272)","(0.5662335157394409, 0.42364510893821716, -0.17836244404315948, 0.998827338218689)","(0.5654663443565369, 0.4234306216239929, -0.17848536372184753, 0.9988548755645752)","(0.5643911361694336, 0.4232253134250641, -0.17853084206581116, 0.999009907245636)","(0.5609888434410095, 0.4222247898578644, -0.2324880212545395, 0.999186635017395)","(0.5567055344581604, 0.4211721420288086, -0.23256543278694153, 0.999198317527771)","(0.5521785616874695, 0.42025846242904663, -0.23268646001815796, 0.9991822838783264)","(0.5390288829803467, 0.42378461360931396, -0.02675929106771946, 0.998070240020752)","(0.5253750085830688, 0.4217506945133209, -0.24672992527484894, 0.9991891384124756)","(0.5580596923828125, 0.4425085186958313, -0.14013928174972534, 0.9989851117134094)","(0.5510790944099426, 0.4422970116138458, -0.2107260674238205, 0.9992918372154236)","(0.4942212998867035, 0.48565447330474854, 0.16613395512104034, 0.997497022151947)","(0.47018179297447205, 0.46527549624443054, -0.3846747577190399, 0.9997493028640747)","(0.515174925327301, 0.5327435731887817, 0.24025453627109528, 0.261553555727005)","(0.5691111087799072, 0.5092715620994568, -0.48948100209236145, 0.9942718148231506)","(0.5287354588508606, 0.5462563633918762, 0.1310783475637436, 0.37046748399734497)","(0.6816647052764893, 0.5443554520606995, -0.36020609736442566, 0.9814415574073792)","(0.5291716456413269, 0.5457928776741028, 0.12037374079227448, 0.3697734475135803)","(0.7139948010444641, 0.5565782785415649, -0.4082237780094147, 0.9664751291275024)","(0.5360628962516785, 0.5377853512763977, 0.08638415485620499, 0.38806119561195374)","(0.7219563722610474, 0.551497220993042, -0.3900999426841736, 0.9617322087287903)","(0.5369468927383423, 0.5372194647789001, 0.1119108721613884, 0.3885592818260193)","(0.7088396549224854, 0.5482660531997681, -0.348956823348999, 0.9325010180473328)","(0.4080928862094879, 0.6135792136192322, 0.15592841804027557, 0.9969740509986877)","(0.35035452246665955, 0.6035872101783752, -0.15582497417926788, 0.9983534812927246)","(0.41046008467674255, 0.7078248262405396, 0.2017054259777069, 0.8363747000694275)","(0.34432804584503174, 0.705009400844574, -0.07197405397891998, 0.9917305707931519)","(0.4652058184146881, 0.8063704967498779, 0.39762312173843384, 0.9398773312568665)","(0.29951876401901245, 0.7960130572319031, 0.13309210538864136, 0.9952223300933838)","(0.4529074728488922, 0.8216726183891296, 0.40922847390174866, 0.892900824546814)","(0.27571946382522583, 0.8128207921981812, 0.14165298640727997, 0.9692236185073853)","(0.5378255248069763, 0.8211217522621155, 0.2762923836708069, 0.9594619274139404)","(0.359390527009964, 0.822563111782074, -0.03746963292360306, 0.9910893440246582)"
224,"(0.567048966884613, 0.4337531328201294, -0.20446757972240448, 0.9994975328445435)","(0.5647211074829102, 0.4239213764667511, -0.1791754961013794, 0.9988813996315002)","(0.5641328692436218, 0.42367440462112427, -0.1792939156293869, 0.9989022016525269)","(0.5632443428039551, 0.4234248697757721, -0.1793353110551834, 0.9990442991256714)","(0.5590477585792542, 0.4225311279296875, -0.23122714459896088, 0.9992200136184692)","(0.5546029210090637, 0.42145097255706787, -0.23129048943519592, 0.9992324709892273)","(0.5499011874198914, 0.4204934239387512, -0.23140446841716766, 0.9992146492004395)","(0.5378977060317993, 0.4239780008792877, -0.02016093209385872, 0.9981551170349121)","(0.5229242444038391, 0.4218043088912964, -0.24401405453681946, 0.9992350339889526)","(0.5560798645019531, 0.442538321018219, -0.1404368281364441, 0.9990267157554626)","(0.548789918422699, 0.44231101870536804, -0.2083023339509964, 0.9993178844451904)","(0.49958810210227966, 0.4856802225112915, 0.16614873707294464, 0.9975702166557312)","(0.46671614050865173, 0.46512264013290405, -0.3768855631351471, 0.9997644424438477)","(0.5214424729347229, 0.5325623154640198, 0.17966951429843903, 0.24490317702293396)","(0.564500093460083, 0.5066243410110474, -0.5253041386604309, 0.9947150945663452)","(0.5246492028236389, 0.5458802580833435, -0.012492747977375984, 0.3480115234851837)","(0.6766301393508911, 0.5421617031097412, -0.46302732825279236, 0.9820601344108582)","(0.5266326069831848, 0.5488621592521667, -0.03703189268708229, 0.3504650294780731)","(0.7081003189086914, 0.5550660490989685, -0.5151429176330566, 0.9672256112098694)","(0.5360409617424011, 0.5379174947738647, -0.06369344890117645, 0.3676685094833374)","(0.7169995307922363, 0.5508196949958801, -0.4961757957935333, 0.9626595973968506)","(0.5336350798606873, 0.536220908164978, -0.031345970928668976, 0.36746975779533386)","(0.7031038999557495, 0.5472342371940613, -0.4522906243801117, 0.9342197775840759)","(0.40776151418685913, 0.6135604381561279, 0.15460173785686493, 0.9971136450767517)","(0.34703904390335083, 0.6035258173942566, -0.15451906621456146, 0.9984259605407715)","(0.40984979271888733, 0.7076085805892944, 0.1924130767583847, 0.8404926657676697)","(0.34435316920280457, 0.7047680020332336, -0.07504842430353165, 0.9917877912521362)","(0.4650595486164093, 0.8062588572502136, 0.37653109431266785, 0.9404667615890503)","(0.30062031745910645, 0.7960188984870911, 0.12262823432683945, 0.9950524568557739)","(0.45295923948287964, 0.8217200040817261, 0.38517534732818604, 0.8926226496696472)","(0.27787119150161743, 0.8127660751342773, 0.13011866807937622, 0.9682098627090454)","(0.5379043817520142, 0.8211125731468201, 0.22919735312461853, 0.9600114822387695)","(0.3586868941783905, 0.8225725293159485, -0.05327816307544708, 0.9910325407981873)"
225,"(0.5669726729393005, 0.43365663290023804, -0.23919335007667542, 0.9995289444923401)","(0.5647979378700256, 0.42380422353744507, -0.20525459945201874, 0.9989660978317261)","(0.564306378364563, 0.4235858917236328, -0.2053406983613968, 0.9989782571792603)","(0.5635141134262085, 0.42337167263031006, -0.20536601543426514, 0.9991073608398438)","(0.5589931607246399, 0.4224030673503876, -0.255221426486969, 0.9992793202400208)","(0.5544351935386658, 0.4213269352912903, -0.2552805542945862, 0.9992899298667908)","(0.5495409965515137, 0.420381098985672, -0.255377858877182, 0.9992731213569641)","(0.5394033789634705, 0.4239974021911621, -0.024576811119914055, 0.9982795715332031)","(0.5223222374916077, 0.4215427339076996, -0.24890264868736267, 0.9992963075637817)","(0.5565365552902222, 0.44221919775009155, -0.16381427645683289, 0.999082088470459)","(0.5494070649147034, 0.4419817626476288, -0.228911355137825, 0.9993550777435303)","(0.5024312734603882, 0.4856523275375366, 0.17778520286083221, 0.9976309537887573)","(0.46767354011535645, 0.4641173779964447, -0.3777978718280792, 0.999778151512146)","(0.5274876356124878, 0.5318208336830139, 0.18329714238643646, 0.23054078221321106)","(0.5630431175231934, 0.506334662437439, -0.5605483651161194, 0.9951277375221252)","(0.5531474947929382, 0.5466756224632263, 0.01966472715139389, 0.33255916833877563)","(0.6764988303184509, 0.5423557758331299, -0.5225081443786621, 0.9829704761505127)","(0.5577840805053711, 0.5509237051010132, 0.000582238775677979, 0.3377975523471832)","(0.7072566151618958, 0.5550543069839478, -0.5797334909439087, 0.9686013460159302)","(0.5402581691741943, 0.5361221432685852, -0.038416773080825806, 0.35428565740585327)","(0.7156164646148682, 0.5508881211280823, -0.5583886504173279, 0.9642984867095947)","(0.5418930053710938, 0.5347795486450195, -0.003197214799001813, 0.3533797264099121)","(0.7016550898551941, 0.5471847653388977, -0.5118997693061829, 0.9369726181030273)","(0.40802067518234253, 0.6134950518608093, 0.15703406929969788, 0.9972406625747681)","(0.3470645844936371, 0.6034581661224365, -0.15701168775558472, 0.9984979629516602)","(0.40916112065315247, 0.7068595886230469, 0.18703703582286835, 0.8450962901115417)","(0.3449447751045227, 0.7041506171226501, -0.08798136562108994, 0.9919952750205994)","(0.46497833728790283, 0.8054260015487671, 0.36217421293258667, 0.9412829279899597)","(0.30094945430755615, 0.7960081696510315, 0.10573543608188629, 0.9951491355895996)","(0.4530496597290039, 0.821600615978241, 0.369667112827301, 0.8933345675468445)","(0.278381884098053, 0.812720537185669, 0.11191003769636154, 0.9684381484985352)","(0.5379691123962402, 0.8207306265830994, 0.21704700589179993, 0.9606344699859619)","(0.35813742876052856, 0.8226717114448547, -0.08361715078353882, 0.9912890195846558)"
226,"(0.5580177903175354, 0.4336864650249481, -0.2342444360256195, 0.9995473027229309)","(0.5551736354827881, 0.4237816035747528, -0.20320571959018707, 0.9990232586860657)","(0.5547543168067932, 0.4235536754131317, -0.20330527424812317, 0.9990296363830566)","(0.5540180206298828, 0.4233280420303345, -0.2033388912677765, 0.9991461038589478)","(0.5491523146629333, 0.422417551279068, -0.25456488132476807, 0.9993167519569397)","(0.5446012020111084, 0.42135462164878845, -0.25461986660957336, 0.9993258118629456)","(0.5397377610206604, 0.4204147756099701, -0.2547171711921692, 0.9993089437484741)","(0.5306140780448914, 0.4240078926086426, -0.027167268097400665, 0.9983476400375366)","(0.5126632452011108, 0.42155084013938904, -0.2547192871570587, 0.9993435144424438)","(0.5474304556846619, 0.44225844740867615, -0.162605881690979, 0.9991289973258972)","(0.5400543808937073, 0.4420621991157532, -0.2291632890701294, 0.9993889927864075)","(0.4962725043296814, 0.4853510856628418, 0.17244118452072144, 0.997698962688446)","(0.4596073031425476, 0.4641744792461395, -0.3889559507369995, 0.9997937083244324)","(0.5222635269165039, 0.5315951108932495, 0.1251543015241623, 0.21829916536808014)","(0.5614558458328247, 0.5062508583068848, -0.5098019242286682, 0.9955322742462158)","(0.5463886260986328, 0.5395963191986084, -0.1389322280883789, 0.31532442569732666)","(0.6728649139404297, 0.5410110950469971, -0.34399643540382385, 0.9838486909866333)","(0.5392268896102905, 0.5390588641166687, -0.1768883615732193, 0.3230845332145691)","(0.7024033665657043, 0.554736316204071, -0.38821208477020264, 0.9697772860527039)","(0.5414779782295227, 0.5248081684112549, -0.19888538122177124, 0.33853238821029663)","(0.7114841341972351, 0.5507919788360596, -0.3740723133087158, 0.9656951427459717)","(0.5420384407043457, 0.5242536067962646, -0.15915878117084503, 0.3374156951904297)","(0.698266863822937, 0.5467897057533264, -0.3326144516468048, 0.9394959211349487)","(0.40495386719703674, 0.6136918663978577, 0.15729214251041412, 0.9974079728126526)","(0.3412128686904907, 0.6038199067115784, -0.15727433562278748, 0.9985875487327576)","(0.40765461325645447, 0.7069207429885864, 0.2171335071325302, 0.8484399914741516)","(0.3438488841056824, 0.7049620747566223, -0.06155765429139137, 0.9921765923500061)","(0.4649653136730194, 0.8048346638679504, 0.4305233061313629, 0.9422218203544617)","(0.30103135108947754, 0.7960112690925598, 0.17232239246368408, 0.9951657056808472)","(0.4530071020126343, 0.8213708996772766, 0.44310256838798523, 0.8942898511886597)","(0.2789578139781952, 0.8126953840255737, 0.1838143765926361, 0.9684488773345947)","(0.5387560725212097, 0.8205623030662537, 0.2951446771621704, 0.9616197943687439)","(0.35787877440452576, 0.8229724764823914, -0.0091781634837389, 0.9914957284927368)"
227,"(0.5559656023979187, 0.43371671438217163, -0.26505979895591736, 0.999568521976471)","(0.5531449317932129, 0.4237923324108124, -0.23169474303722382, 0.9990791082382202)","(0.5528799891471863, 0.4235636591911316, -0.2317943125963211, 0.9990776181221008)","(0.5523009896278381, 0.42333653569221497, -0.2318320870399475, 0.9991805553436279)","(0.5466040968894958, 0.4224329888820648, -0.28185901045799255, 0.9993586540222168)","(0.5418211817741394, 0.4213733971118927, -0.28189921379089355, 0.9993665218353271)","(0.5365868806838989, 0.4204312562942505, -0.2819828391075134, 0.9993497133255005)","(0.5285705924034119, 0.4240109324455261, -0.0456179715692997, 0.9984092116355896)","(0.5096484422683716, 0.4215148985385895, -0.2664296627044678, 0.9993894696235657)","(0.5459216833114624, 0.44231462478637695, -0.1909862756729126, 0.9991622567176819)","(0.5377593636512756, 0.44209232926368713, -0.25614747405052185, 0.9994173049926758)","(0.49533510208129883, 0.48539701104164124, 0.16220152378082275, 0.9976218342781067)","(0.45487695932388306, 0.46381357312202454, -0.4018365442752838, 0.9998050332069397)","(0.5295888781547546, 0.5251772403717041, 0.14539405703544617, 0.20453406870365143)","(0.5557512640953064, 0.505609393119812, -0.5200499296188354, 0.9958651661872864)","(0.5580616593360901, 0.5422846078872681, -0.08251015096902847, 0.29573917388916016)","(0.6702070236206055, 0.5405035018920898, -0.3963156044483185, 0.9843900799751282)","(0.547714352607727, 0.5425867438316345, -0.11298715323209763, 0.30610594153404236)","(0.6989879608154297, 0.5539460778236389, -0.4480803906917572, 0.9703667759895325)","(0.5507870316505432, 0.5266545414924622, -0.14469647407531738, 0.32075679302215576)","(0.7099832892417908, 0.5492532849311829, -0.42859408259391785, 0.9664595723152161)","(0.5543785095214844, 0.5279487371444702, -0.10587038099765778, 0.3198694586753845)","(0.6965560913085938, 0.5453163981437683, -0.3852047622203827, 0.9408484697341919)","(0.40259668231010437, 0.6136606335639954, 0.15701450407505035, 0.9974835515022278)","(0.3383789658546448, 0.6038047075271606, -0.15699821710586548, 0.9986385703086853)","(0.4067418873310089, 0.7067643404006958, 0.21105442941188812, 0.8528027534484863)","(0.3419579267501831, 0.7050617933273315, -0.06414313614368439, 0.9924605488777161)","(0.46475568413734436, 0.8047633767127991, 0.4240269660949707, 0.943740725517273)","(0.301530122756958, 0.7966775894165039, 0.1588101089000702, 0.9952859878540039)","(0.45225560665130615, 0.8211442232131958, 0.4337136447429657, 0.8960011005401611)","(0.27941060066223145, 0.81382817029953, 0.16890771687030792, 0.9688294529914856)","(0.5396325588226318, 0.8205536007881165, 0.27102985978126526, 0.9627174735069275)","(0.3583662509918213, 0.8232393264770508, -0.0227004773914814, 0.9917641878128052)"
228,"(0.5569857358932495, 0.43325477838516235, -0.27380919456481934, 0.9995932579040527)","(0.5543311834335327, 0.4233543276786804, -0.23563306033611298, 0.9991430044174194)","(0.5540173053741455, 0.4231589436531067, -0.2357310801744461, 0.9991382360458374)","(0.553379476070404, 0.4229885935783386, -0.23573292791843414, 0.9992275834083557)","(0.5479047894477844, 0.42199185490608215, -0.2842053174972534, 0.9994022846221924)","(0.5430682301521301, 0.4209619164466858, -0.28424862027168274, 0.999409556388855)","(0.5378087759017944, 0.42008155584335327, -0.28433069586753845, 0.9993901252746582)","(0.5303108096122742, 0.4239111542701721, -0.03835848346352577, 0.9985007047653198)","(0.5097405910491943, 0.42121273279190063, -0.2496543675661087, 0.9994359612464905)","(0.5470951795578003, 0.44172099232673645, -0.1938459575176239, 0.9992088675498962)","(0.5389873385429382, 0.44150492548942566, -0.25683876872062683, 0.9994487166404724)","(0.49791353940963745, 0.4853029251098633, 0.16701920330524445, 0.9976977705955505)","(0.45370349287986755, 0.46296289563179016, -0.3966902494430542, 0.9998157620429993)","(0.5324241518974304, 0.525530219078064, 0.08399826288223267, 0.19850262999534607)","(0.5530924201011658, 0.5040232539176941, -0.5485121607780457, 0.9962002635002136)","(0.5402451157569885, 0.540261447429657, -0.2313956320285797, 0.28672853112220764)","(0.6680446267127991, 0.5391777157783508, -0.436037540435791, 0.9850189685821533)","(0.536662757396698, 0.5449255108833313, -0.277370810508728, 0.29952383041381836)","(0.6955892443656921, 0.552946925163269, -0.48222532868385315, 0.9710729718208313)","(0.5350030064582825, 0.5312913060188293, -0.2992718517780304, 0.3135383129119873)","(0.7071236968040466, 0.5481646060943604, -0.4722708463668823, 0.9673622846603394)","(0.5370052456855774, 0.5320225954055786, -0.2529338300228119, 0.31215226650238037)","(0.6941787600517273, 0.5438740253448486, -0.4265904426574707, 0.9426222443580627)","(0.4020223915576935, 0.613786518573761, 0.1595485657453537, 0.9975957274436951)","(0.33860960602760315, 0.6038892865180969, -0.15954066812992096, 0.998695969581604)","(0.40707215666770935, 0.707321047782898, 0.20061703026294708, 0.8586668968200684)","(0.34198734164237976, 0.7051085233688354, -0.08463411778211594, 0.9928601384162903)","(0.4648819863796234, 0.8049256205558777, 0.3849652111530304, 0.9455559849739075)","(0.30222049355506897, 0.7972473502159119, 0.11104138940572739, 0.9953855872154236)","(0.452301949262619, 0.8211448192596436, 0.39046186208724976, 0.8982977271080017)","(0.27986812591552734, 0.8144389390945435, 0.11731482297182083, 0.9688347578048706)","(0.540638267993927, 0.8205471038818359, 0.2245500534772873, 0.9639160633087158)","(0.3596888780593872, 0.8236563801765442, -0.088180311024189, 0.9920228719711304)"
229,"(0.5486534237861633, 0.43308940529823303, -0.2694861888885498, 0.9995865821838379)","(0.5449451804161072, 0.42313525080680847, -0.23490707576274872, 0.9991404414176941)","(0.5446133613586426, 0.42292261123657227, -0.23503398895263672, 0.9991422295570374)","(0.5439746975898743, 0.4227295517921448, -0.2350519895553589, 0.999213457107544)","(0.5384711027145386, 0.42186152935028076, -0.2849366068840027, 0.9993957281112671)","(0.5335673689842224, 0.42086225748062134, -0.2849740982055664, 0.9994066953659058)","(0.5283622145652771, 0.4200074076652527, -0.28505948185920715, 0.9993728995323181)","(0.5203137993812561, 0.423777312040329, -0.04715438559651375, 0.9984848499298096)","(0.5005568861961365, 0.42118847370147705, -0.2643240690231323, 0.9994421601295471)","(0.5384601354598999, 0.44174525141716003, -0.19514453411102295, 0.9992047548294067)","(0.530530571937561, 0.44155940413475037, -0.2599113881587982, 0.9994407892227173)","(0.49159494042396545, 0.4855176508426666, 0.13590626418590546, 0.9977478981018066)","(0.4448769688606262, 0.4632317125797272, -0.3992486894130707, 0.9998204112052917)","(0.5311175584793091, 0.5261738896369934, 0.04616088420152664, 0.19570304453372955)","(0.5528591871261597, 0.5044599771499634, -0.5320659279823303, 0.99649977684021)","(0.5226460695266724, 0.5417445302009583, -0.262549489736557, 0.27691346406936646)","(0.6673658490180969, 0.5380545854568481, -0.38515740633010864, 0.9856468439102173)","(0.5227509140968323, 0.5450092554092407, -0.31223464012145996, 0.2909349203109741)","(0.6952293515205383, 0.5525311231613159, -0.4345323145389557, 0.9718092679977417)","(0.5285805463790894, 0.5332844257354736, -0.3339431583881378, 0.3040010333061218)","(0.7053708434104919, 0.548373818397522, -0.42086437344551086, 0.9682297110557556)","(0.5252819061279297, 0.5331494212150574, -0.2834412455558777, 0.30220839381217957)","(0.6933974623680115, 0.5439825654029846, -0.3751088082790375, 0.9442734718322754)","(0.39866602420806885, 0.6140357255935669, 0.15723854303359985, 0.9976564049720764)","(0.33412888646125793, 0.6040918827056885, -0.1572134643793106, 0.9987245798110962)","(0.4058733582496643, 0.7077199220657349, 0.21039150655269623, 0.8630396723747253)","(0.3418976664543152, 0.7053104639053345, -0.06404414772987366, 0.9930506944656372)","(0.46484848856925964, 0.8049243092536926, 0.4283140003681183, 0.9470040202140808)","(0.30218812823295593, 0.7972345352172852, 0.16126027703285217, 0.9952784776687622)","(0.45315298438072205, 0.8210731148719788, 0.44037649035453796, 0.8997372984886169)","(0.27985259890556335, 0.8143617510795593, 0.17169369757175446, 0.9680685997009277)","(0.5396820306777954, 0.8202812075614929, 0.2839004695415497, 0.9649614095687866)","(0.35937464237213135, 0.8238950371742249, -0.02755853161215782, 0.9919942021369934)"
230,"(0.5468089580535889, 0.4329407811164856, -0.2658216059207916, 0.9995688796043396)","(0.5429577827453613, 0.42296990752220154, -0.22740739583969116, 0.9991229772567749)","(0.5425048470497131, 0.42270711064338684, -0.22756658494472504, 0.9991326928138733)","(0.5417232513427734, 0.42245176434516907, -0.2275569885969162, 0.9991907477378845)","(0.5365612506866455, 0.42175915837287903, -0.28123998641967773, 0.9993734359741211)","(0.5316634178161621, 0.4207708239555359, -0.28126534819602966, 0.9993883371353149)","(0.5262841582298279, 0.4199139177799225, -0.2813425064086914, 0.9993365406990051)","(0.5171031951904297, 0.42342472076416016, -0.03791332244873047, 0.9984447360038757)","(0.4982602000236511, 0.42111214995384216, -0.2644551992416382, 0.9994357824325562)","(0.5371825098991394, 0.4415489137172699, -0.1887761950492859, 0.9991881251335144)","(0.529048502445221, 0.44145452976226807, -0.25802162289619446, 0.9994233250617981)","(0.49056193232536316, 0.48449379205703735, 0.14002247154712677, 0.9978022575378418)","(0.44238847494125366, 0.4632638394832611, -0.399389386177063, 0.99982088804245)","(0.5345748662948608, 0.5206797122955322, 0.06961195915937424, 0.19034196436405182)","(0.5498150587081909, 0.5040781497955322, -0.5306965708732605, 0.9967671632766724)","(0.5289158821105957, 0.541412889957428, -0.23746265470981598, 0.2673082947731018)","(0.6628291010856628, 0.5368438959121704, -0.39531272649765015, 0.9860681295394897)","(0.5249847769737244, 0.5460690259933472, -0.28624260425567627, 0.2833537459373474)","(0.690851092338562, 0.5515533089637756, -0.4449000954627991, 0.972171425819397)","(0.5302798748016357, 0.5338528752326965, -0.3119673728942871, 0.2959005534648895)","(0.7008653283119202, 0.5476442575454712, -0.43073150515556335, 0.9686956405639648)","(0.5263937711715698, 0.5345726609230042, -0.260328471660614, 0.29377421736717224)","(0.6884864568710327, 0.5431123971939087, -0.38522225618362427, 0.945276141166687)","(0.3955240547657013, 0.6141252517700195, 0.1571749895811081, 0.9977371692657471)","(0.33266156911849976, 0.6044790148735046, -0.1571420282125473, 0.9987481236457825)","(0.4053569734096527, 0.7077316045761108, 0.20814070105552673, 0.867444634437561)","(0.34187352657318115, 0.705302357673645, -0.06789159029722214, 0.9932743906974792)","(0.46478235721588135, 0.8051863312721252, 0.41001132130622864, 0.9486927390098572)","(0.30212685465812683, 0.7970609664916992, 0.14596474170684814, 0.9952555894851685)","(0.4533044397830963, 0.8210901618003845, 0.42082443833351135, 0.901839017868042)","(0.2798025906085968, 0.8141340613365173, 0.15485668182373047, 0.9677682518959045)","(0.5395494699478149, 0.8202359080314636, 0.2819367051124573, 0.9660254120826721)","(0.35948753356933594, 0.8237429857254028, -0.040890928357839584, 0.9920597672462463)"
231,"(0.5371438264846802, 0.43302294611930847, -0.25915953516960144, 0.9995576739311218)","(0.5334691405296326, 0.42295941710472107, -0.22532741725444794, 0.9991155862808228)","(0.5329773426055908, 0.42269277572631836, -0.22547747194766998, 0.9991270303726196)","(0.5321502685546875, 0.42243269085884094, -0.22549854218959808, 0.9991792440414429)","(0.5272313952445984, 0.4217681586742401, -0.2782987356185913, 0.9993664026260376)","(0.5224461555480957, 0.4207754135131836, -0.27833715081214905, 0.9993830323219299)","(0.517175018787384, 0.41994035243988037, -0.27842020988464355, 0.9993286728858948)","(0.5083126425743103, 0.42345669865608215, -0.0534241683781147, 0.9984226226806641)","(0.48945310711860657, 0.4212898015975952, -0.2862369418144226, 0.9994357824325562)","(0.5274884104728699, 0.4420323669910431, -0.1870107501745224, 0.9991765022277832)","(0.5197004675865173, 0.44202762842178345, -0.2555941641330719, 0.9994186758995056)","(0.4821542501449585, 0.4842771291732788, 0.1250595599412918, 0.9977940320968628)","(0.43435904383659363, 0.46386653184890747, -0.4099860191345215, 0.9998244047164917)","(0.5230177640914917, 0.5207659006118774, 0.09009838104248047, 0.18205125629901886)","(0.5447754859924316, 0.5041154026985168, -0.5223468542098999, 0.9969902038574219)","(0.5222654938697815, 0.5445635318756104, -0.17809391021728516, 0.2537001371383667)","(0.657376229763031, 0.5370112657546997, -0.3922255039215088, 0.9865173697471619)","(0.5223888754844666, 0.5462180972099304, -0.21925106644630432, 0.27167797088623047)","(0.6908905506134033, 0.5515438914299011, -0.4432426393032074, 0.9728242754936218)","(0.5263635516166687, 0.5355116128921509, -0.2502767741680145, 0.2837303876876831)","(0.7005823254585266, 0.5473859310150146, -0.4280862510204315, 0.9694525599479675)","(0.5263975262641907, 0.5350595712661743, -0.20167182385921478, 0.28165891766548157)","(0.6866229772567749, 0.5433678030967712, -0.3819515109062195, 0.9465740323066711)","(0.38842660188674927, 0.6136149764060974, 0.15654073655605316, 0.9977659583091736)","(0.328878790140152, 0.6044834852218628, -0.15649676322937012, 0.9987607002258301)","(0.4022568166255951, 0.7075721025466919, 0.20780959725379944, 0.8641601800918579)","(0.34257766604423523, 0.7052974700927734, -0.0700148195028305, 0.9932401180267334)","(0.46467235684394836, 0.8051074147224426, 0.40957120060920715, 0.9472615122795105)","(0.3020716905593872, 0.7970450520515442, 0.13944308459758759, 0.9950451254844666)","(0.4535375237464905, 0.8210294842720032, 0.4188941717147827, 0.9002170562744141)","(0.2796837091445923, 0.8140941858291626, 0.14783214032649994, 0.9670884609222412)","(0.5351378917694092, 0.8196567296981812, 0.26956430077552795, 0.9654009342193604)","(0.3595925271511078, 0.8231981992721558, -0.044704630970954895, 0.991778552532196)"
232,"(0.535746693611145, 0.43303582072257996, -0.2584295868873596, 0.9995492100715637)","(0.5324360728263855, 0.42298421263694763, -0.22722752392292023, 0.9991081953048706)","(0.5319631099700928, 0.4227084517478943, -0.227383553981781, 0.9991099238395691)","(0.5311145782470703, 0.4224364161491394, -0.22744105756282806, 0.9991758465766907)","(0.5261316895484924, 0.4218147397041321, -0.27883827686309814, 0.9993544220924377)","(0.5212259888648987, 0.42082494497299194, -0.2788636088371277, 0.9993658661842346)","(0.515815019607544, 0.4199799597263336, -0.2789444923400879, 0.9993162751197815)","(0.5065580010414124, 0.4234406054019928, -0.06154138594865799, 0.998407781124115)","(0.4879227578639984, 0.42130428552627563, -0.28999796509742737, 0.9994271397590637)","(0.5264368057250977, 0.4420500099658966, -0.19035276770591736, 0.9991751313209534)","(0.5181848406791687, 0.4420357942581177, -0.25744396448135376, 0.9994161128997803)","(0.48341161012649536, 0.48433125019073486, 0.1122770756483078, 0.9977383613586426)","(0.43224358558654785, 0.4639184772968292, -0.4161793887615204, 0.9998086094856262)","(0.5518876314163208, 0.5175977945327759, 0.08851587027311325, 0.18434379994869232)","(0.5417973399162292, 0.5039674639701843, -0.5643941760063171, 0.9970237016677856)","(0.6316986083984375, 0.5436438918113708, -0.15688659250736237, 0.25477537512779236)","(0.6560446619987488, 0.5372031927108765, -0.5055553913116455, 0.9860576391220093)","(0.6679952144622803, 0.5468841195106506, -0.19284649193286896, 0.27348533272743225)","(0.6877350807189941, 0.5516154170036316, -0.5663278102874756, 0.9718329906463623)","(0.6749477386474609, 0.5440611243247986, -0.23202532529830933, 0.285758912563324)","(0.6971265077590942, 0.5472596287727356, -0.5438376069068909, 0.9682738780975342)","(0.6565988659858704, 0.5410020351409912, -0.1841496229171753, 0.2848697006702423)","(0.6838648319244385, 0.5433573126792908, -0.4959605038166046, 0.9446281790733337)","(0.38855910301208496, 0.6136954426765442, 0.1514877825975418, 0.9977562427520752)","(0.3262503743171692, 0.6047877669334412, -0.1514587253332138, 0.9987381100654602)","(0.40232589840888977, 0.7081825137138367, 0.17385408282279968, 0.8610809445381165)","(0.3397376239299774, 0.7056318521499634, -0.08033517003059387, 0.9932829141616821)","(0.4646812677383423, 0.8051292896270752, 0.3573000133037567, 0.9450218677520752)","(0.30251339077949524, 0.7974258661270142, 0.10415732860565186, 0.9950312972068787)","(0.45393580198287964, 0.8210253119468689, 0.36637410521507263, 0.8964369297027588)","(0.2806355357170105, 0.8143460154533386, 0.10955332964658737, 0.9666696786880493)","(0.5333872437477112, 0.8196815252304077, 0.21871329843997955, 0.9638965129852295)","(0.36015427112579346, 0.8235676884651184, -0.08507030457258224, 0.9916594624519348)"
